record_id,date,month,site,shift,orders_due,on_time_orders,late_orders,units_shipped,rework_orders,planned_hours,regular_hours,overtime_hours,complex_orders,standard_hours,downtime_minutes,capacity_late,rework_late,stock_late,carrier_late,other_late
20251124-S-PM,2025-11-24,2025-11,South,PM,246,219,27,943,8,45.0,41.2,2.7,94,46.3,0,18,4,1,1,3
20251125-N-AM,2025-11-25,2025-11,North,AM,257,255,2,723,3,52.5,48.6,2.6,31,41.65,0,0,0,2,0,0
20251125-N-PM,2025-11-25,2025-11,North,PM,284,271,13,971,9,52.5,51.1,0.6,63,48.9,10,7,1,3,1,1
20251125-S-AM,2025-11-25,2025-11,South,AM,255,228,27,785,4,45.0,40.8,4.8,54,43.65,10,14,4,2,0,7
20251125-S-PM,2025-11-25,2025-11,South,PM,209,202,7,662,3,45.0,42.0,2.8,62,37.55,0,2,3,0,0,2
20251126-N-AM,2025-11-26,2025-11,North,AM,290,249,41,1077,10,52.5,47.1,2.8,101,53.6,60,21,8,6,3,3
20251126-N-PM,2025-11-26,2025-11,North,PM,183,175,8,604,4,52.5,51.2,2.0,45,31.95,60,2,3,1,1,1
20251126-S-AM,2025-11-26,2025-11,South,AM,230,221,9,785,5,45.0,42.6,2.7,49,39.4,10,7,2,0,0,0
20251126-S-PM,2025-11-26,2025-11,South,PM,303,251,52,983,8,45.0,39.2,2.2,123,57.75,20,41,6,3,0,2
20251127-N-AM,2025-11-27,2025-11,North,AM,260,246,14,765,5,52.5,51.2,3.4,21,41.1,20,2,4,6,0,2
20251127-N-PM,2025-11-27,2025-11,North,PM,304,289,15,915,5,52.5,49.8,0.7,52,50.8,0,10,1,1,1,2
20251127-S-AM,2025-11-27,2025-11,South,AM,234,214,20,888,6,45.0,41.5,0,72,42.3,0,5,2,9,0,4
20251127-S-PM,2025-11-27,2025-11,South,PM,238,218,20,851,5,45.0,39.9,2.3,52,40.9,10,10,3,3,1,3
20251128-N-AM,2025-11-28,2025-11,North,AM,263,247,16,835,5,52.5,48.0,4.5,59,45.35,0,6,2,3,2,3
20251128-N-PM,2025-11-28,2025-11,North,PM,283,270,13,839,7,52.5,47.7,1.4,75,49.95,10,5,2,3,2,1
20251128-S-AM,2025-11-28,2025-11,South,AM,289,247,42,1083,7,45.0,40.4,4.2,94,52.75,0,27,7,4,1,3
20251128-S-PM,2025-11-28,2025-11,South,PM,192,189,3,763,3,45.0,42.9,4.6,74,36.2,20,0,1,2,0,0
20251201-N-AM,2025-12-01,2025-12,North,AM,306,266,40,880,8,52.5,46.8,4.1,50,50.9,35,19,7,6,6,2
20251201-N-PM,2025-12-01,2025-12,North,PM,227,223,4,645,3,52.5,50.5,4.4,51,39.15,0,1,1,1,0,1
20251201-S-AM,2025-12-01,2025-12,South,AM,258,226,32,851,4,45.0,39.3,3.1,79,46.6,60,24,3,4,0,1
20251201-S-PM,2025-12-01,2025-12,South,PM,262,237,25,830,8,45.0,40.5,2.8,52,44.5,20,12,5,2,2,4
20251202-N-AM,2025-12-02,2025-12,North,AM,264,257,7,890,5,52.5,47.3,0.7,38,43.4,0,2,1,4,0,0
20251202-N-PM,2025-12-02,2025-12,North,PM,251,247,4,841,6,52.5,50.1,4.1,39,41.55,0,1,1,1,0,1
20251202-S-AM,2025-12-02,2025-12,South,AM,278,248,30,942,11,45.0,42.6,2.7,105,52.2,10,21,0,3,1,5
20251202-S-PM,2025-12-02,2025-12,South,PM,257,231,26,985,6,45.0,40.3,3.8,87,47.25,0,17,2,5,1,1
20251203-N-AM,2025-12-03,2025-12,North,AM,245,228,17,760,10,52.5,51.5,5.1,55,42.25,60,2,7,3,2,3
20251203-N-PM,2025-12-03,2025-12,North,PM,309,277,32,983,7,52.5,49.8,2.6,63,52.65,0,16,7,2,0,7
20251203-S-AM,2025-12-03,2025-12,South,AM,260,227,33,852,10,45.0,39.5,3.1,91,48.1,35,13,9,4,3,4
20251203-S-PM,2025-12-03,2025-12,South,PM,276,229,47,1195,6,45.0,40.0,0,124,53.8,0,31,5,6,1,4
20251204-N-AM,2025-12-04,2025-12,North,AM,251,243,8,781,6,52.5,48.0,4.0,50,42.65,0,1,2,2,1,2
20251204-N-PM,2025-12-04,2025-12,North,PM,295,276,19,694,5,52.5,47.8,1.9,24,46.65,35,8,3,3,3,2
20251204-S-AM,2025-12-04,2025-12,South,AM,236,224,12,741,5,45.0,40.9,2.7,76,43.0,0,6,2,1,0,3
20251204-S-PM,2025-12-04,2025-12,South,PM,258,234,24,982,4,45.0,43.9,1.9,91,47.8,35,11,3,6,2,2
20251205-N-AM,2025-12-05,2025-12,North,AM,308,276,32,1057,5,52.5,49.2,0.9,96,55.8,0,17,5,5,0,5
20251205-N-PM,2025-12-05,2025-12,North,PM,256,235,21,723,4,52.5,47.8,4.8,35,41.9,0,2,2,3,11,3
20251205-S-AM,2025-12-05,2025-12,South,AM,290,239,51,1080,11,45.0,43.7,3.3,88,52.3,60,25,11,10,0,5
20251205-S-PM,2025-12-05,2025-12,South,PM,256,234,22,974,14,45.0,42.5,1.9,88,47.2,0,13,7,1,1,0
20251208-N-AM,2025-12-08,2025-12,North,AM,341,294,47,1121,6,52.5,46.9,2.4,44,55.55,0,22,6,9,3,7
20251208-N-PM,2025-12-08,2025-12,North,PM,347,292,55,1066,9,52.5,51.3,4.5,77,59.75,60,27,9,4,0,15
20251208-S-AM,2025-12-08,2025-12,South,AM,204,181,23,790,6,45.0,42.0,3.8,62,36.8,10,2,6,1,12,2
20251208-S-PM,2025-12-08,2025-12,South,PM,315,261,54,1055,8,45.0,40.6,3.1,93,56.55,0,34,8,6,2,4
20251209-N-AM,2025-12-09,2025-12,North,AM,267,258,9,806,7,52.5,47.5,2.1,40,44.05,0,5,1,3,0,0
20251209-N-PM,2025-12-09,2025-12,North,PM,277,258,19,1127,9,52.5,49.7,2.4,116,53.15,10,9,5,3,0,2
20251209-S-AM,2025-12-09,2025-12,South,AM,243,204,39,785,10,45.0,39.8,1.1,65,42.95,35,8,9,2,17,3
20251209-S-PM,2025-12-09,2025-12,South,PM,192,182,10,698,7,45.0,42.2,1.6,61,34.9,60,2,5,2,0,1
20251210-N-AM,2025-12-10,2025-12,North,AM,241,222,19,843,6,52.5,48.8,3.2,56,41.75,0,2,3,1,11,2
20251210-N-PM,2025-12-10,2025-12,North,PM,312,286,26,1026,13,52.5,49.6,2.1,84,55.2,35,12,8,5,0,1
20251210-S-AM,2025-12-10,2025-12,South,AM,222,205,17,805,8,45.0,43.7,2.0,61,39.4,0,0,3,2,9,3
20251210-S-PM,2025-12-10,2025-12,South,PM,274,238,36,1103,18,45.0,41.5,3.1,108,51.9,0,21,6,4,3,2
20251211-N-AM,2025-12-11,2025-12,North,AM,270,250,20,1040,2,52.5,49.1,5.5,81,48.6,10,7,2,5,0,6
20251211-N-PM,2025-12-11,2025-12,North,PM,241,234,7,772,5,52.5,47.4,3.4,69,43.05,0,1,1,2,2,1
20251211-S-AM,2025-12-11,2025-12,South,AM,258,231,27,974,3,45.0,39.4,1.5,72,45.9,0,15,3,2,2,5
20251211-S-PM,2025-12-11,2025-12,South,PM,282,225,57,914,13,45.0,40.2,3.4,102,52.5,60,36,13,2,1,5
20251212-N-AM,2025-12-12,2025-12,North,AM,271,255,16,767,8,52.5,50.4,1.3,70,47.65,10,6,3,2,4,1
20251212-N-PM,2025-12-12,2025-12,North,PM,277,260,17,861,3,52.5,48.1,1.6,56,47.15,10,9,1,5,2,0
20251212-S-AM,2025-12-12,2025-12,South,AM,188,162,26,592,6,45.0,40.1,4.1,71,35.3,35,4,2,5,14,1
20251212-S-PM,2025-12-12,2025-12,South,PM,242,231,11,711,11,45.0,41.9,2.3,72,43.5,10,5,1,3,1,1
20251215-N-AM,2025-12-15,2025-12,North,AM,264,251,13,770,5,52.5,47.8,3.6,42,43.8,35,6,4,1,1,1
20251215-N-PM,2025-12-15,2025-12,North,PM,319,273,46,951,8,52.5,49.6,2.4,80,55.85,20,12,7,3,22,2
20251215-S-AM,2025-12-15,2025-12,South,AM,288,246,42,901,5,45.0,40.0,3.7,84,51.6,10,31,2,6,0,3
20251215-S-PM,2025-12-15,2025-12,South,PM,216,204,12,674,5,45.0,43.7,3.1,69,39.3,60,3,3,4,1,1
20251216-N-AM,2025-12-16,2025-12,North,AM,266,241,25,758,7,52.5,47.5,2.2,54,45.3,35,13,6,2,1,3
20251216-N-PM,2025-12-16,2025-12,North,PM,247,236,11,699,4,52.5,46.6,4.3,56,42.65,0,6,1,2,1,1
20251216-S-AM,2025-12-16,2025-12,South,AM,257,231,26,972,8,45.0,41.1,4.4,92,47.75,10,18,3,1,2,2
20251216-S-PM,2025-12-16,2025-12,South,PM,226,211,15,767,4,45.0,42.5,2.4,74,41.3,60,6,2,4,1,2
20251217-N-AM,2025-12-17,2025-12,North,AM,267,257,10,924,2,52.5,51.1,2.6,60,46.05,20,5,1,1,2,1
20251217-N-PM,2025-12-17,2025-12,North,PM,281,264,17,935,8,52.5,49.0,1.3,48,46.95,0,5,4,5,1,2
20251217-S-AM,2025-12-17,2025-12,South,AM,258,227,31,896,4,45.0,39.0,4.3,95,48.2,10,18,4,4,0,5
20251217-S-PM,2025-12-17,2025-12,South,PM,239,222,17,857,3,45.0,40.7,1.7,50,40.85,0,9,2,4,1,1
20251218-N-AM,2025-12-18,2025-12,North,AM,264,236,28,682,8,52.5,47.9,1.3,50,44.6,60,12,7,4,5,0
20251218-N-PM,2025-12-18,2025-12,North,PM,274,269,5,949,7,52.5,50.2,3.1,53,46.4,0,1,0,3,0,1
20251218-S-AM,2025-12-18,2025-12,South,AM,287,258,29,972,5,45.0,42.8,1.5,93,52.35,20,19,4,2,1,3
20251218-S-PM,2025-12-18,2025-12,South,PM,273,238,35,939,12,45.0,40.5,1.7,86,49.55,35,20,9,2,2,2
20251219-N-AM,2025-12-19,2025-12,North,AM,274,265,9,745,5,52.5,49.0,2.0,48,45.9,10,4,2,1,0,2
20251219-N-PM,2025-12-19,2025-12,North,PM,249,235,14,799,4,52.5,48.0,3.9,47,42.05,60,0,4,6,1,3
20251219-S-AM,2025-12-19,2025-12,South,AM,218,210,8,826,4,45.0,43.7,3.7,93,42.0,0,3,1,1,1,2
20251219-S-PM,2025-12-19,2025-12,South,PM,234,222,12,834,4,45.0,42.8,2.0,54,40.5,10,4,3,3,2,0
20251222-N-AM,2025-12-22,2025-12,North,AM,306,274,32,1164,6,52.5,47.2,3.4,90,54.9,0,15,6,4,0,7
20251222-N-PM,2025-12-22,2025-12,North,PM,319,290,29,982,10,52.5,47.7,1.5,59,53.75,35,17,6,4,1,1
20251222-S-AM,2025-12-22,2025-12,South,AM,262,236,26,915,9,45.0,40.6,3.2,83,47.6,0,13,4,5,2,2
20251222-S-PM,2025-12-22,2025-12,South,PM,286,246,40,871,6,45.0,39.3,2.3,95,52.4,0,30,2,4,0,4
20251223-N-AM,2025-12-23,2025-12,North,AM,271,253,18,735,2,52.5,48.8,2.7,59,46.55,0,10,2,2,0,4
20251223-N-PM,2025-12-23,2025-12,North,PM,289,259,30,850,5,52.5,48.3,2.8,75,50.85,0,18,3,4,4,1
20251223-S-AM,2025-12-23,2025-12,South,AM,264,230,34,911,10,45.0,42.4,2.2,104,50.0,60,19,6,6,0,3
20251223-S-PM,2025-12-23,2025-12,South,PM,208,205,3,614,3,45.0,42.6,2.1,51,36.3,0,0,2,0,0,1
20251224-N-AM,2025-12-24,2025-12,North,AM,233,228,5,747,9,52.5,49.7,1.9,57,40.65,0,0,3,1,0,1
20251224-N-PM,2025-12-24,2025-12,North,PM,305,273,32,755,6,52.5,47.0,4.1,44,50.15,20,16,6,3,1,6
20251224-S-AM,2025-12-24,2025-12,South,AM,247,212,35,915,10,45.0,42.9,4.0,121,49.15,20,17,7,5,1,5
20251224-S-PM,2025-12-24,2025-12,South,PM,293,239,54,864,10,45.0,39.6,3.8,92,53.15,0,36,10,2,2,4
20251225-N-AM,2025-12-25,2025-12,North,AM,230,217,13,603,5,52.5,50.2,4.9,26,37.1,60,0,5,4,2,2
20251225-N-PM,2025-12-25,2025-12,North,PM,286,265,21,1064,6,52.5,48.0,2.6,100,52.9,10,12,4,1,2,2
20251225-S-AM,2025-12-25,2025-12,South,AM,250,218,32,860,9,45.0,41.6,6.6,69,44.4,60,18,7,3,0,4
20251225-S-PM,2025-12-25,2025-12,South,PM,194,174,20,763,3,45.0,39.5,0.1,90,38.1,60,7,3,6,1,3
20251226-N-AM,2025-12-26,2025-12,North,AM,246,232,14,624,5,52.5,47.4,3.1,26,39.5,35,1,3,4,1,5
20251226-N-PM,2025-12-26,2025-12,North,PM,243,236,7,840,5,52.5,47.0,1.5,58,42.25,0,4,0,2,1,0
20251226-S-AM,2025-12-26,2025-12,South,AM,259,232,27,968,10,45.0,42.8,5.8,78,46.65,35,14,8,5,0,0
20251226-S-PM,2025-12-26,2025-12,South,PM,240,223,17,782,5,45.0,42.9,4.4,79,43.9,10,9,5,1,2,0
20251229-N-AM,2025-12-29,2025-12,North,AM,287,272,15,885,4,52.5,49.6,2.5,62,49.25,0,9,2,3,0,1
20251229-N-PM,2025-12-29,2025-12,North,PM,292,252,40,892,6,52.5,46.8,2.5,75,51.3,60,17,6,6,4,7
20251229-S-AM,2025-12-29,2025-12,South,AM,270,232,38,998,6,45.0,40.9,4.7,89,49.4,0,18,6,9,0,5
20251229-S-PM,2025-12-29,2025-12,South,PM,310,267,43,993,12,45.0,43.8,2.0,88,55.3,0,24,9,6,2,2
20251230-N-AM,2025-12-30,2025-12,North,AM,232,220,12,700,3,52.5,47.0,4.2,61,40.9,20,5,1,4,0,2
20251230-N-PM,2025-12-30,2025-12,North,PM,277,266,11,874,5,52.5,50.5,5.2,36,45.15,0,2,2,4,3,0
20251230-S-AM,2025-12-30,2025-12,South,AM,259,242,17,915,3,45.0,41.7,3.5,49,43.75,20,7,2,6,1,1
20251230-S-PM,2025-12-30,2025-12,South,PM,207,200,7,716,2,45.0,43.4,3.8,61,37.15,0,1,1,3,1,1
20251231-N-AM,2025-12-31,2025-12,North,AM,260,245,15,841,8,52.5,47.1,3.0,60,45.0,0,6,1,5,1,2
20251231-N-PM,2025-12-31,2025-12,North,PM,242,231,11,907,6,52.5,51.1,1.5,63,42.6,35,0,3,4,2,2
20251231-S-AM,2025-12-31,2025-12,South,AM,204,195,9,680,7,45.0,43.0,3.0,33,33.9,0,2,3,1,2,1
20251231-S-PM,2025-12-31,2025-12,South,PM,234,195,39,961,7,45.0,41.6,3.2,92,44.3,35,20,7,7,2,3
