source_line,record_id,disposition,reason_codes,duplicate_of_line,raw_row_sha256
429,20251014-S-AM,DUPLICATE_EXACT,,91,04cae37a6a9c5848a73a9ca52bd00eb94d4672c58723c0d2c59b7880344f8a29
430,20251119-S-AM,ACCEPTED,,,c6df89fc5fd6bb3319e9be8f34ded8ab2f59b0298da9d696234c900bbecfffc7
431,20250709-S-PM,ACCEPTED,,,2b2e9c2c7953d47389be36d1a113ff9a334711ae14cde830b6879e6d119e5853
432,20250820-S-AM,ACCEPTED,,,f29dfba506977a5adbd29d42cfd124174cfaf60d181f3ca713455f5139dd7e8f
433,20251107-S-AM,ACCEPTED,,,406c7e008d9abcf09a14401bb71a3fb55d68485278689fc34af65e60d9b99f4e
434,20251017-S-AM,ACCEPTED,,,76bd270b27274c5248608b36465b830b398574785286c4798dc793b5ac4f382b
435,20250807-N-PM,QUARANTINED,INVALID_DATE,,13858b5b07a232124c737d93292af63326e5576a382b1996dcdd81ec3064b816
436,20251231-N-PM,ACCEPTED,,,e4dff9af0300e3cbcffeef859a73f59d9888b508c7f527cce5425d8faf79c786
437,20251103-N-AM,DUPLICATE_NORMALIZED,,456,2f63421374b9063790bf693b2d664d8045dcd5e8df37d69ffa7067d1765d9882
438,20250911-N-PM,ACCEPTED,,,7a66b40bb0edb9b4189dc9433d4913bddbd5fff43b3ed9d21e12312e0b15fabd
439,20251028-S-AM,ACCEPTED,,,f15e966c97e0fa061ab268278b79a982da27381ffd2c3e4412f2447c4688643a
440,20251211-S-PM,ACCEPTED,,,7a9f7e61ced1f2adb763fc178d5a09e884fb8d8c85fb13667cfb69483208ea5a
441,20251218-N-AM,ACCEPTED,,,aaf6d720dacd792a3f1c425cc10960c3317045c482d1469aaa57aece882c431a
442,20251226-S-PM,ACCEPTED,,,7254fd09ba11bc41b7c26459e0184c4f9253962992a5d0e11c7a04ba44770dde
443,20250725-S-AM,ACCEPTED,,,dccf9c29c21c21b464ec7611e6dfa285c32687c1a4f50f52357438fbae655017
444,20250905-S-PM,ACCEPTED,,,3c449f7de6504e3cc4130166324f75d33c572d5a90f317b429a90e66fa6e2290
445,20251217-S-PM,ACCEPTED,,,7b8f23b2f63d48d4646be116c60b439989ebd5b34b98491eb7486967da0f38fe
446,20251002-S-AM,ACCEPTED,,,7b7ebff1216b059518d231eaa15f7e0740b1a39ccabc439425418fef79c8b72f
447,20250827-N-AM,ACCEPTED,,,b4ac1174fdd7823d1674ad3c917f185ddd5c9b752c0a211a3d6d2ded456dacf2
448,20250901-N-AM,ACCEPTED,,,f99712b29b2ad2763ed8912db96bb41237345ec83ece79e736b6155591dab819
449,20251216-N-AM,ACCEPTED,,,602d16e84ed0186727b419b91b02e77c11b9d6d432f5f883910de21133927480
450,20251223-N-AM,ACCEPTED,,,f863057a673604269fb3ad72ce952f739cf23ba3a173fd04316c27ed7150fcc6
451,20250724-N-AM,ACCEPTED,,,baf461b6aef53c3f06cc38798fef83d3d68cea82efcf898068669277cc042106
452,20251020-N-AM,ACCEPTED,,,af91e83edf775d6697058a9c3daf94923cbe694fdf1f7052a15c2d1532b6081c
453,20250814-N-AM,ACCEPTED,,,f6fb2fb77b5edc4051028da24e0ed938b7a1a3ddd713c0c925f0da5b91179eee
454,20251231-N-AM,ACCEPTED,,,d632e9359ca2d97f87f618c96b42d59cd20d2a6bb7c4ce22ec6515e11e3c92f6
455,20251211-N-AM,ACCEPTED,,,86e798db354ef994c583063fdb9a315829a195918df97dcf408022749358b5b1
456,20251103-N-AM,ACCEPTED,,,00e60a4996e47e223eab8219be5af5c0260cd534f27d45dc44e22c48e9480d6e
457,20251121-S-AM,ACCEPTED,,,438673803ae82b1524d4e0ddb480aa58d4e0f50355654056171de95fded4d294
458,20250818-S-PM,ACCEPTED,,,2f65a24431ad8e56d360d25e4618757012daf31262759a1c6fcef026c0d35f25
459,20250701-S-PM,ACCEPTED,,,1d2ef9039639552444fc39eb0bc711bcf1023e76aa2f0d6d30178583e3e7326e
460,20250721-N-PM,ACCEPTED,,,646abea4280d5c568067d59ae730ec94bdfe0a9a2180fb87392af1265fffec62
461,20250929-N-PM,ACCEPTED,,,c2d61a21996fc9162a1ab44c09730ae19cb8caacceb0c3f05ae616939264a8f8
462,20251013-N-AM,ACCEPTED,,,b7ebb5b98b3121e01877fd198258b9f1fac533569a24e59e94a503e0722f21c3
463,20250805-S-PM,QUARANTINED,NONPOSITIVE_HOURS,,681087d599e0a80e58d40efe0852b021280dc2564e6b674e9e087cde7f2778f5
464,20251017-S-PM,ACCEPTED,,,fa9ca0111d9711d11bfc567cfe5910c445deb1790becc342eee9ddcabf3ca342
465,20251110-N-AM,ACCEPTED,,,e8ba2a8eb66828761ded2c75eaa7dbf4075ccbba29d3cc7f464f1b4101166d23
466,20251226-N-AM,ACCEPTED,,,103ed79896977c5e5fba57b0c8610e140c905abe61a054acbeef129953fdd40d
467,20250801-N-AM,ACCEPTED,,,6d3e3f42491618c898381f57e06633760e56a5975cc98f0c10aad403036596c8
468,20251031-N-AM,DUPLICATE_NORMALIZED,,113,e442b5d6a7ffddcc7a959cccf359b2be9e5891b8631fdc45d415e460c77551e1
469,20251125-S-AM,ACCEPTED,,,0a1278734bd88df62a24c04421c77885964cba0d3de1f32dd6ec036a8835f8b4
470,20251030-N-AM,ACCEPTED,,,6b4a6a2d670724a7812dd7711fe1bc2fd3deeb6b6429002a84aa21e4ed4ad9d4
471,20250820-N-AM,ACCEPTED,,,0ec9f3ffdc7ab75aa3d2c2492a470aee0581ec5f79cb19ff8d48b46beb83e329
472,20250812-S-AM,QUARANTINED,INVALID_NUMBER,,75cd33e826af2a6a42960507f01f2a9fe83c62d37b3d860973b624a9f115aceb
473,20250710-N-AM,ACCEPTED,,,945a27abb2a698812bf1a68e5b754cb2dece61299b72359bcf6a48f573c091d1
474,20251107-N-PM,ACCEPTED,,,6ba6c51f6090c33ac6734b7c4ad0d3b9455a3c663edc029a0dbd216a6b20ca6a
475,20250902-S-PM,ACCEPTED,,,857ac2db1103b2bf66d56bbe2a9568737368122909470c5fd917d842cef0d47c
476,20250815-S-PM,ACCEPTED,,,0f733aba10e800644ab7662a8abb8c6d396d2a24676584b02713331e9cf04b45
477,20251103-N-PM,DUPLICATE_NORMALIZED,,66,c8c4ad564fccb2acbcdc773bcc28766d9fa67537bb26950369e5a740453d37c0
478,20250922-S-PM,ACCEPTED,,,8c7303df3854213b1266bd83f136c10435618de416cda309b3e09236aa631869
479,20250924-S-PM,ACCEPTED,,,39765247e6c5eebe36e9095e278b64ec52e3edc99605ec6bcf7c44b0b773aed0
480,20251001-N-PM,ACCEPTED,,,1e75c442c8640c99d96ee539fb145e4c01ff379dca03e11cc1964d2491e8d14b
481,20251006-N-AM,ACCEPTED,,,819afdff73b0c1fa2aeb5895442e8aa35081efa3d2802595afcdc15afae86aab
482,20251029-N-AM,ACCEPTED,,,94b096f7a7aa6a3ea068ca5a0f00f27ba86b401444800621c6d7d0da05c726ca
483,20251120-N-AM,ACCEPTED,,,e77198d58f866e6be961e6866e3bddb4f09a5ade686a15ca9a154e9a9e4dab69
484,20251022-S-PM,ACCEPTED,,,b4f45fafbf630f643404d41c2ff2e36c8f3ff83e1dfcc7ee0e888ab74e75a964
485,20250925-S-AM,ACCEPTED,,,00f6a750033daba2384a683ed40cdcd0856f76871b9f71dccdaf54492b0e9123
486,20250909-S-PM,QUARANTINED,DUPLICATE_CONFLICT,,428dc78897c07af8cc5cf029a51288672178b95b84283676aa9b110fc9ff7552
487,20251229-S-PM,ACCEPTED,,,1714e2ad6bbbdd3bc4fd885c7f9388d025c29d6577e29cfd5fc4d26c26b469ed
488,20250804-N-AM,ACCEPTED,,,b5bea30e5e00546c9db514f2e2c6c9f1bdd6ef3b09e81bede288d96e8ff5bde8
489,20251114-S-PM,ACCEPTED,,,e2377780553c74d7e617763b88ed9db5776a74b18321e86098bb26748d2237ff
490,20250714-S-AM,ACCEPTED,,,6f9b1e06f2e75e05dc8d1580342b7c648db78b5fc4f76aba63a8ca9524d2384b
491,20251212-N-AM,ACCEPTED,,,30a36ff1f2c9ff121422b02dddd9818ca02acbbe3b72dd54555cd2b15a275eb4
492,20251017-N-AM,ACCEPTED,,,58c660e73dfff440ff146a9b5823500d8bda61bbef7ab0d143421612c1f5437f
493,20251106-S-AM,ACCEPTED,,,5b41c8a6d82bf3f89ca102c5e642d59faf219ece2430deeef1c21b94820f4e47
494,20251118-S-AM,ACCEPTED,,,4fbd9b0956cc695562db677ba72b17a76f164f15987c9d60ec66184a758ecaf9
495,20250826-N-PM,ACCEPTED,,,a881c53ef1d586141b4ade8607ce527781ce6da759eeb893fb1cc0f12741187e
496,20251114-N-AM,ACCEPTED,,,dd7facfe3214b7e6de0e565f073ea335ab3a8884a459275947cdb4f1c007fdc9
497,20251205-S-PM,ACCEPTED,,,53a41f9c932b326383f49fb9b30060331c0af37df8b8dd8a15401abb4f78b2b0
498,20251215-N-PM,ACCEPTED,,,49b102ccd08d05c7ae8ba74ff4c8786435be64e5bd41bdb7fca93ff00f8715d9
499,20250826-S-PM,ACCEPTED,,,1c753cb3009c35969798cdd8eef25a25ddb4d2439095c1ee1cdbe030a0ff5429
500,20251104-S-AM,ACCEPTED,,,8af5c89e3bbc953f6f424024923b3fe95aa2de94af10ec5000820cf6778ddd5b
501,20250813-S-AM,ACCEPTED,,,003af18264dc1cb55e26b6fdf17b4c8eb70905dc7a13096e8a325957718a346b
502,20250804-S-AM,ACCEPTED,,,4f707ab9d1ea39f4063bb74c5f80608de9a2af69ac7af305bc8852b399c27e21
503,20251031-N-PM,DUPLICATE_NORMALIZED,,48,e191fb78d8fb81f2833a44d23d699a87c9db9cfdc07840c77968f683b61b1c60
504,20251218-N-PM,ACCEPTED,,,c91843df5566b89f3aa6c1fefcc0871f43f7e46ec796cd203b2138081c68bc64
505,20251113-N-AM,ACCEPTED,,,4f0c88cb29b1a31eae1435af8e2c1b0c5b31f156b65ee99d65e722c60ff73712
506,20251002-S-PM,ACCEPTED,,,43feec815f18c5d6c7baf02c081a17b0b43f490c7906fa2d498d28e05be73560
507,20251208-S-PM,ACCEPTED,,,c70cb665e2cc3f34d9fc7eeedefc51d9823f53f1785a2a20be2bec9fa05f1572
508,20251010-N-AM,ACCEPTED,,,53f40d28ef817d5db52a0fce5a977c984b81ec193da6f81c6eec0af91d32e9f2
509,20251007-S-PM,ACCEPTED,,,ca2f0960bb68b41ba1dd0ea61ec8193d3e2f59d73703976b820e3ffff2b62dbb
510,20250704-S-PM,ACCEPTED,,,08e62fc1794b7e52edbaac454119468abce883260a7738a4c370f5334f7374ed
511,20251211-N-PM,ACCEPTED,,,64fb46f74c410e18f500622e3b9851cfcac7a9a7c5b3c8f721f47434b74b9d2c
512,20250723-N-PM,ACCEPTED,,,9008d239c8426aece26ff140401f7cff7e30a3fa3660f45ad52fb9eac4539e90
513,20250814-S-PM,ACCEPTED,,,2b927ffbaaca8ee20c02bd210ed1fea65c35109da46e8be020a91444e3217707
514,20250723-S-AM,ACCEPTED,,,8e27023e6c9eddd92cc7e45259fe705eb46ee3784da481a3f1fd03196a0ac13d
515,20250908-S-PM,ACCEPTED,,,f15b7cbbc3f6294f775b45260accad23566c1bb03f3c15b1e27b4e6c5aa0951c
516,20250730-S-PM,ACCEPTED,,,125dd1e1453a93982a6d297c6d5fc298236673388717066f09149b13d1b4ea2d
517,20251225-S-AM,ACCEPTED,,,3de88f8ec1ef8611bd9c32c0029ae68c07504d60b4e17c619fec7648c54706ec
518,20250811-S-PM,QUARANTINED,NONPOSITIVE_HOURS,,a9616aeb0563529400423acffc582a346be9a062c89821fed97c1d68e1edf151
519,20251105-N-PM,ACCEPTED,,,a87e4bd14a97167f8c252d1e7b8b7d589444747cd22cc6f38960ddd36be0d798
520,20250917-S-AM,ACCEPTED,,,ad543a7f34a2178ef05dfa57b5efa91abfdf7d9781982ba7e551a8c85500a05f
521,20250707-N-PM,ACCEPTED,,,10239e6acc97f8f078947802dee36f93a143a21bf41058bd5f6d15102b3c4855
522,20251121-S-PM,ACCEPTED,,,5dac9f1324ef36ce2aed241618ddd905079f1c74a939812182e8bf6d2a48c6a3
523,20251022-N-AM,ACCEPTED,,,974df3d3745365a7302ceabfe9747dad58af9aefb95209b7e1012cf799e3a768
524,20251112-N-AM,ACCEPTED,,,feeed8deb2fe3d747daf64eb5d1ea67a37667dae0ab0ed4c649341de31da8908
525,20251014-S-PM,DUPLICATE_EXACT,,85,6bb5f7b2fd20b92ce648db3627e86994990bbe3feb41859911eb140add2f62ef
526,20250730-S-AM,ACCEPTED,,,96e48172adc43379bb34c3b1190ca1becfc40b1b76d1fd8555a6abe229b1bdba
527,20250722-S-PM,ACCEPTED,,,23a055119a1e2da482e39e2297dc3a21ec8256a9977cadd14bd7e9c977fc0b18
528,20251219-S-AM,ACCEPTED,,,dae0b3e358eb106aa4d2b8a275630035c2f2c80c19932e766ddbd805e8831dab
529,20250708-N-PM,ACCEPTED,,,aeba9736115237fba851285b3d85488cf75dd3c9da8223426361a8b7fcf87b5c
530,20250828-N-AM,ACCEPTED,,,740beb748c84292441e20477fab2e21c47c2697b128d2c513c130d36f490c24d
531,20250718-S-AM,ACCEPTED,,,b743a3c54fb0f179e2a7361057f75d38257c7c1008c37e9c5569ebf00d2e0a5d
532,20251107-S-PM,ACCEPTED,,,8b670affc66525a190cd3a2ea7795e849ac57030324338947531db391e0c2743
533,20251110-N-PM,ACCEPTED,,,8fe1f47542586ed33aedd556c9d054cd5cb0b583ff01d25cf80f026356161572
534,20250806-N-AM,QUARANTINED,UNKNOWN_CATEGORY,,000542d619f798576642945e7507a5fdd6ed3f2a17ab4f1f35b3bea4231ddfa6
535,20251103-S-PM,ACCEPTED,,,57bb6e104c3ed7d4f90a041dc426918b0efcc2735b997a6b75aa3c116aaa9448
536,20251001-N-AM,ACCEPTED,,,12411455102bef03139077dca23f3de23fe2e2f7387577dcca56fad1710fce2b
537,20251010-S-PM,ACCEPTED,,,1cfb847b7446455fc8f612198c06de93416124c6801bfaf90175bca1c612dc57
538,20251126-S-AM,ACCEPTED,,,2f9f1f71352c97c73c46778b917fb6c58f7f4b2c28e933311d3876b89b89573c
539,20251113-S-PM,ACCEPTED,,,42f9b7b47fb316e0591750505ee7664668fd700672cb4e449feefaa6589e707b
540,20251002-N-PM,ACCEPTED,,,5880c23fd14ac4634092d4459c36d3f1c90f390c0f1ce4dd094ab35daf4b8471
541,20250909-S-AM,QUARANTINED,DUPLICATE_CONFLICT,,d0e9b04b5ef794fba1ed041b252b46c3b51a9e4438c1f86a5d0bcdd1432892d7
542,20250818-S-AM,ACCEPTED,,,83b2feef3879a67d86af5d2d746f7fd71c16c15d3e92675813497669c5a94308
543,20250709-N-AM,ACCEPTED,,,2825a8c914945a725c0b451556a2a6e46b7e4a40f7dab6afbd848d333415e889
544,20250909-N-AM,QUARANTINED,DUPLICATE_CONFLICT,,c0fa4ed20fd4cdf65448b81dbae4aecb124293a280eb2bfef5baed3eadb19134
545,20250910-N-PM,QUARANTINED,DUPLICATE_CONFLICT,,2d4671c0f63e2f1b7fc9011c1ee6d1dabf40b5fa35541f83b8d74b383aae996c
546,20250709-N-PM,ACCEPTED,,,8888804eee3642a9fdbb4c6851ff44abf4b7eecb8d1bbfba9d36771c4f3284e1
547,20250808-N-AM,QUARANTINED,UNKNOWN_CATEGORY,,58e4c703a32bc3e432690e7f78d433a5fc4a33f6d6c6ddc710eacb9ec9965f9a
548,20250807-S-AM,QUARANTINED,NEGATIVE_VALUE;ORDER_RECONCILIATION,,6a5b694da0d5f6ceb8cd21b485f24e86d4d08849bb3b2517f3ade6c91ee90519
549,20251216-N-PM,ACCEPTED,,,c9c80e30da879de29950a63608f68fc70bf03a1342493138f9ea519d244e28f9
550,20251223-S-PM,ACCEPTED,,,bf050aeaa4316b7335e7c0e648c0a3791f13c045b177fad359cf41ba1b37b9d7
551,20251231-S-PM,ACCEPTED,,,a348d61de23a20d2bf77b99e7052647dcf05160f524d5506e0f78170d9666e89
552,20250918-N-AM,ACCEPTED,,,830c44f9309dacbad69529d08209116ec42120014273cb95699bc3a440df7eec
553,20250925-N-PM,ACCEPTED,,,a824e55bb79c324b61ff6bdca2061535781f9ac337ad7c8a0f739724b12ba71a
554,20250701-N-PM,ACCEPTED,,,c69f4059d48242314df1c3c3c0f1d0d9010d23286ca4aabda4015cc3bf2b4c74
555,20250717-S-PM,ACCEPTED,,,01908918e6b7bd3d9f2c5c321780b15a63d0b923fd8a83c7b979efc8ca589c7a
